data,quantidade,is_weekend,previous_day_sales_1,previous_day_sales_2,previous_day_sales_3,previous_day_sales_4,previous_day_sales_5,days_until_easter,selic,days_since_selic_update
2023-12-28,2.0,0,3.0,7.0,25.0,11.0,10.0,94.0,11.65,14
2023-12-29,3.0,0,2.0,3.0,7.0,25.0,11.0,93.0,11.65,15
2024-01-02,1.0,0,3.0,2.0,3.0,7.0,25.0,89.0,11.65,19
2024-01-03,3.0,0,1.0,3.0,2.0,3.0,7.0,88.0,11.65,20
2024-01-04,3.0,0,3.0,1.0,3.0,2.0,3.0,87.0,11.65,21
2024-01-05,5.0,0,3.0,3.0,1.0,3.0,2.0,86.0,11.65,22
2024-01-08,2.0,0,5.0,3.0,3.0,1.0,3.0,83.0,11.65,25
2024-01-09,7.0,0,2.0,5.0,3.0,3.0,1.0,82.0,11.65,26
2024-01-10,3.0,0,7.0,2.0,5.0,3.0,3.0,81.0,11.65,27
2024-01-11,6.0,0,3.0,7.0,2.0,5.0,3.0,80.0,11.65,28
2024-01-12,10.0,0,6.0,3.0,7.0,2.0,5.0,79.0,11.65,29
2024-01-15,5.0,0,10.0,6.0,3.0,7.0,2.0,76.0,11.65,32
2024-01-16,8.0,0,5.0,10.0,6.0,3.0,7.0,75.0,11.65,33
2024-01-17,5.0,0,8.0,5.0,10.0,6.0,3.0,74.0,11.65,34
2024-01-18,7.0,0,5.0,8.0,5.0,10.0,6.0,73.0,11.65,35
2024-01-19,6.0,0,7.0,5.0,8.0,5.0,10.0,72.0,11.65,36
2024-01-22,3.0,0,6.0,7.0,5.0,8.0,5.0,69.0,11.65,39
2024-01-23,4.0,0,3.0,6.0,7.0,5.0,8.0,68.0,11.65,40
2024-01-24,12.0,0,4.0,3.0,6.0,7.0,5.0,67.0,11.65,41
2024-01-25,5.0,0,12.0,4.0,3.0,6.0,7.0,66.0,11.65,42
2024-01-26,5.0,0,5.0,12.0,4.0,3.0,6.0,65.0,11.65,43
2024-01-29,4.0,0,5.0,5.0,12.0,4.0,3.0,62.0,11.65,46
2024-01-30,6.0,0,4.0,5.0,5.0,12.0,4.0,61.0,11.65,47
2024-01-31,7.0,0,6.0,4.0,5.0,5.0,12.0,60.0,11.65,48
2024-02-01,5.0,0,7.0,6.0,4.0,5.0,5.0,59.0,11.15,0
2024-02-02,15.0,0,5.0,7.0,6.0,4.0,5.0,58.0,11.15,1
2024-02-05,8.0,0,15.0,5.0,7.0,6.0,4.0,55.0,11.15,4
2024-02-06,6.0,0,8.0,15.0,5.0,7.0,6.0,54.0,11.15,5
2024-02-07,13.0,0,6.0,8.0,15.0,5.0,7.0,53.0,11.15,6
2024-02-08,6.0,0,13.0,6.0,8.0,15.0,5.0,52.0,11.15,7
2024-02-09,6.0,0,6.0,13.0,6.0,8.0,15.0,51.0,11.15,8
2024-02-12,6.0,0,6.0,6.0,13.0,6.0,8.0,48.0,11.15,11
2024-02-14,5.0,0,6.0,6.0,6.0,13.0,6.0,46.0,11.15,13
2024-02-15,12.0,0,5.0,6.0,6.0,6.0,13.0,45.0,11.15,14
2024-02-16,15.0,0,12.0,5.0,6.0,6.0,6.0,44.0,11.15,15
2024-02-19,9.0,0,15.0,12.0,5.0,6.0,6.0,41.0,11.15,18
2024-02-20,1.0,0,9.0,15.0,12.0,5.0,6.0,40.0,11.15,19
2024-02-21,10.0,0,1.0,9.0,15.0,12.0,5.0,39.0,11.15,20
2024-02-22,8.0,0,10.0,1.0,9.0,15.0,12.0,38.0,11.15,21
2024-02-23,12.0,0,8.0,10.0,1.0,9.0,15.0,37.0,11.15,22
2024-02-26,8.0,0,12.0,8.0,10.0,1.0,9.0,34.0,11.15,25
2024-02-27,8.0,0,8.0,12.0,8.0,10.0,1.0,33.0,11.15,26
2024-02-28,15.0,0,8.0,8.0,12.0,8.0,10.0,32.0,11.15,27
2024-02-29,8.0,0,15.0,8.0,8.0,12.0,8.0,31.0,11.15,28
2024-03-01,10.0,0,8.0,15.0,8.0,8.0,12.0,30.0,11.15,29
2024-03-04,10.0,0,10.0,8.0,15.0,8.0,8.0,27.0,11.15,32
2024-03-05,13.0,0,10.0,10.0,8.0,15.0,8.0,26.0,11.15,33
2024-03-06,16.0,0,13.0,10.0,10.0,8.0,15.0,25.0,11.15,34
2024-03-07,11.0,0,16.0,13.0,10.0,10.0,8.0,24.0,11.15,35
2024-03-08,16.0,0,11.0,16.0,13.0,10.0,10.0,23.0,11.15,36
2024-03-11,9.0,0,16.0,11.0,16.0,13.0,10.0,20.0,11.15,39
2024-03-12,40.0,0,9.0,16.0,11.0,16.0,13.0,19.0,11.15,40
2024-03-13,32.0,0,40.0,9.0,16.0,11.0,16.0,18.0,11.15,41
2024-03-14,19.0,0,32.0,40.0,9.0,16.0,11.0,17.0,11.15,42
2024-03-15,17.0,0,19.0,32.0,40.0,9.0,16.0,16.0,11.15,43
2024-03-17,1.0,0,17.0,19.0,32.0,40.0,9.0,14.0,11.15,45
2024-03-18,34.0,0,1.0,17.0,19.0,32.0,40.0,13.0,11.15,46
2024-03-19,23.0,0,34.0,1.0,17.0,19.0,32.0,12.0,11.15,47
2024-03-20,27.0,0,23.0,34.0,1.0,17.0,19.0,11.0,11.15,48
2024-03-21,25.0,0,27.0,23.0,34.0,1.0,17.0,10.0,10.65,0
2024-03-22,27.0,0,25.0,27.0,23.0,34.0,1.0,9.0,10.65,1
2024-03-24,24.0,0,27.0,25.0,27.0,23.0,34.0,7.0,10.65,3
2024-03-25,49.0,0,24.0,27.0,25.0,27.0,23.0,6.0,10.65,4
2024-03-26,104.0,0,49.0,24.0,27.0,25.0,27.0,5.0,10.65,5
2024-03-27,105.0,0,104.0,49.0,24.0,27.0,25.0,4.0,10.65,6
2024-03-28,161.0,0,105.0,104.0,49.0,24.0,27.0,3.0,10.65,7
2024-03-29,79.0,0,161.0,105.0,104.0,49.0,24.0,2.0,10.65,8
2024-03-31,6.0,0,79.0,161.0,105.0,104.0,49.0,0.0,10.65,10
2024-04-01,10.0,0,6.0,79.0,161.0,105.0,104.0,384.0,10.65,11
2024-04-02,13.0,0,10.0,6.0,79.0,161.0,105.0,383.0,10.65,12
2024-04-03,7.0,0,13.0,10.0,6.0,79.0,161.0,382.0,10.65,13
2024-04-04,5.0,0,7.0,13.0,10.0,6.0,79.0,381.0,10.65,14
2024-04-05,4.0,0,5.0,7.0,13.0,10.0,6.0,380.0,10.65,15
2024-04-08,3.0,0,4.0,5.0,7.0,13.0,10.0,377.0,10.65,18
2024-04-09,9.0,0,3.0,4.0,5.0,7.0,13.0,376.0,10.65,19
2024-04-10,10.0,0,9.0,3.0,4.0,5.0,7.0,375.0,10.65,20
2024-04-11,3.0,0,10.0,9.0,3.0,4.0,5.0,374.0,10.65,21
2024-04-12,10.0,0,3.0,10.0,9.0,3.0,4.0,373.0,10.65,22
2024-04-15,6.0,0,10.0,3.0,10.0,9.0,3.0,370.0,10.65,25
2024-04-16,2.0,0,6.0,10.0,3.0,10.0,9.0,369.0,10.65,26
2024-04-17,5.0,0,2.0,6.0,10.0,3.0,10.0,368.0,10.65,27
2024-04-18,24.0,0,5.0,2.0,6.0,10.0,3.0,367.0,10.65,28
2024-04-19,8.0,0,24.0,5.0,2.0,6.0,10.0,366.0,10.65,29
2024-04-22,5.0,0,8.0,24.0,5.0,2.0,6.0,363.0,10.65,32
2024-04-23,5.0,0,5.0,8.0,24.0,5.0,2.0,362.0,10.65,33
2024-04-24,7.0,0,5.0,5.0,8.0,24.0,5.0,361.0,10.65,34
2024-04-25,2.0,0,7.0,5.0,5.0,8.0,24.0,360.0,10.65,35
2024-04-26,17.0,0,2.0,7.0,5.0,5.0,8.0,359.0,10.65,36
2024-04-29,8.0,0,17.0,2.0,7.0,5.0,5.0,356.0,10.65,39
2024-04-30,8.0,0,8.0,17.0,2.0,7.0,5.0,355.0,10.65,40
